First Name,Surname,country,age,OVR,Bat OVR,IQ,Technique,Power,Running,Bowl OVR,WicketTaking,Econ,Accuracy,Cltch
Rajesh,Mohanty,India,22,51,38,31,35,45,35,50,47,54,44,50
Saurabh,Rawat,India,24,51,50,50,51,49,56,29,28,28,35,35
Dippu,Sangma,India,25,51,24,27,23,21,30,51,49,57,41,44
Vivekanand,Tiwari,India,23,51,48,34,51,57,55,48,49,50,39,45
Agrim,Tiwari,India,26,51,18,14,18,21,26,51,53,55,39,42
Vijaykumar,Vyshak,India,25,51,31,36,35,20,53,50,50,55,40,44
Scott,MacBeth,Ireland,17,51,45,56,45,37,40,49,59,44,36,43
Jack,Tector,Ireland,25,51,51,48,53,52,53,24,27,15,33,37
Tim,Tector,Ireland,19,51,50,46,52,51,58,33,29,36,36,32
Connor,Smith,Isle of Man,30,51,41,30,40,51,38,49,47,56,40,44
Alex,Stokoe,Isle of Man,30,51,20,24,16,16,37,51,47,58,40,44
Peter,Langat,Kenya,28,51,23,24,23,19,37,51,54,51,39,46
Bilal,Tahir,Kuwait,24,51,51,44,53,56,45,25,28,16,34,39
Joost,Mees,Luxembourg,43,51,51,53,53,49,37,23,26,15,31,36
Aaftab,Alam Khan,Malta,36,51,50,46,53,55,32,24,27,15,33,37
Niraj,Khanna,Malta,40,51,51,48,54,50,47,36,37,36,35,32
Santana,Dima,Mozambique,22,51,23,30,20,18,39,51,56,52,41,38
Mitchell,Hay,New Zealand,21,51,51,38,53,60,47,24,27,15,33,37
Llew,Johnson,New Zealand,22,51,51,44,52,55,51,24,27,15,33,37
Ross,ter Braak,New Zealand,25,51,30,31,35,21,56,51,52,53,42,48
Bayley,Wiggins,New Zealand,23,51,51,45,55,54,48,24,27,15,33,37
Ridwan,Abdulkareem,Nigeria,17,51,41,41,43,38,51,50,50,52,41,49
Vincent,Adewoye,Nigeria,22,51,42,37,40,46,48,50,51,52,42,44
Mohameed,Taiwo,Nigeria,20,51,37,49,35,25,47,51,46,56,46,51
Bilal,Safdar,Norway,28,51,38,43,40,31,38,50,47,59,41,33
Abrar,Ahmed,Pakistan,23,51,17,12,17,22,19,51,49,55,42,46
Ghulam,Mudassar,Pakistan,22,51,17,19,14,16,33,51,50,53,46,51
Pavel,Florin,Romania,43,51,28,30,29,24,35,50,55,50,39,46
Gaurav,Mishra,Romania,30,51,48,48,50,45,60,47,42,53,42,48
Yvan,Mitari,Rwanda,26,51,19,14,19,22,33,51,51,54,40,46
Zain,Ul Abidin,Saudi Arabia,30,51,33,37,36,27,39,51,49,57,40,44
Gavin,Main,Scotland,27,51,36,36,36,36,32,50,54,50,40,43
Akshay,Puri,Singapore,18,51,17,21,13,16,28,51,50,55,43,49
Rohan,Rangarajan,Singapore,23,51,50,48,52,52,39,36,29,42,39,37
Clayton,August,South Africa,32,51,42,41,45,39,50,49,45,54,45,51
Jonathan,Bird,South Africa,21,51,51,50,51,54,41,24,27,15,33,37
Okuhle,Cele,South Africa,25,51,22,29,19,17,34,51,49,55,43,47
Jason,Niemand,South Africa,23,51,39,40,42,36,39,49,48,54,43,46
Sinethemba,Qeshile,South Africa,23,51,50,52,53,46,49,24,27,15,33,37
Heath,Richards,South Africa,21,51,49,44,50,54,44,45,49,45,37,34
Asakhe,Tsaka,South Africa,19,51,38,45,41,27,50,50,48,56,39,42
Bamanye,Xenxe,South Africa,25,51,42,42,45,40,47,49,51,51,40,45
Lwandiswa,Zuma,South Africa,26,51,28,30,26,28,28,51,50,53,46,53
Kasun,Vidura,Sri Lanka,28,51,50,50,50,49,54,43,39,50,40,37
Malinga,Amarasinghe,Sri Lanka,24,51,39,43,41,31,55,50,48,54,44,45
Lakmal,de Silva,Sri Lanka,32,51,28,30,26,27,36,50,48,58,40,40
Thevindu,Dickwella,Sri Lanka,19,51,50,48,51,52,49,24,27,15,33,37
Chamath,Wickramasingha,Sri Lanka,20,51,33,40,38,21,52,51,53,54,39,39
Yugeesha,Dishan,Sri Lanka,22,51,37,42,40,28,52,50,46,58,40,44
Madura,Madushanka,Sri Lanka,28,51,36,45,41,21,58,50,45,59,40,44
Lakshitha,Manasinghe,Sri Lanka,22,51,43,38,46,45,46,49,49,52,41,44
Dinanjaya,Premaratna,Sri Lanka,24,51,16,23,12,14,10,51,51,55,39,45
Nilanka,Premaratne,Sri Lanka,34,51,34,25,32,44,32,50,50,55,42,42
Mahesh,Priyadarshana,Sri Lanka,40,51,38,36,39,39,34,50,49,54,44,46
Ravindu,Rasantha,Sri Lanka,21,51,50,46,49,54,54,24,27,15,33,37
Yasiru,Rodrigo,Sri Lanka,19,51,43,55,46,30,55,49,46,56,40,44
Praveen,Sandamal,Sri Lanka,22,51,22,25,20,17,42,51,52,54,39,43
Danushka,Sandaruwan,Sri Lanka,28,51,33,39,39,21,57,51,49,57,40,45
Oktai,Gholami,Sweden,27,51,18,13,18,22,23,51,48,58,41,45
Rahel,Khan,Sweden,36,51,50,42,50,57,47,40,37,45,37,36
Abhik,Patwa,Tanzania,35,51,51,44,52,57,47,24,27,15,33,37
Tanaka,Chivanga,Zimbabwe,29,51,40,37,42,38,51,50,48,53,45,49
Innocent,Kaia,Zimbabwe,29,51,51,53,53,47,47,32,30,31,37,38
Tinashe,Kamunhukamwe,Zimbabwe,27,51,50,50,52,50,44,24,27,16,33,38
Abdullah,Adil,Afghanistan,28,50,44,32,46,51,50,48,45,52,43,48
Arif,Khan,Afghanistan,21,50,50,28,58,62,42,36,33,35,36,48
Asif,Musazai,Afghanistan,18,50,50,49,50,50,51,24,27,15,33,37
Farhan,Zakhil,Afghanistan,19,50,50,42,50,57,42,24,27,15,33,37
Rokhan,Barakzai,Afghanistan,33,50,18,23,16,16,22,50,48,54,44,48
Ramiro,Escobar,Argentina,26,50,50,64,53,37,43,25,28,16,34,38
Liam,Guthrie,Australia,25,50,44,25,46,59,30,48,47,52,40,44
Jay,Lenton,Australia,31,50,50,47,52,52,48,23,26,15,32,36
Will,Prestwidge,Australia,20,50,46,36,45,58,34,48,50,49,38,44
Macalister,Wright,Australia,24,50,49,53,51,45,49,37,37,40,36,32
Shafiul,Hayat Riday,Bangladesh,24,50,50,41,55,53,46,24,27,15,33,37
Jigme,Singye,Bhutan,29,50,39,51,39,26,57,49,48,52,41,46
Jatinderpal,Matharu,Canada,29,50,18,13,18,22,22,50,51,53,40,48
Martin,Andersson,England,25,50,44,42,46,42,52,49,51,48,43,45
Michael,Burgess,England,28,50,50,48,50,51,47,24,26,15,32,37
Jonathan,Bushnell,England,20,50,50,57,56,37,58,24,27,15,33,37
Kashif,Ali,England,24,50,50,53,51,46,48,30,28,29,35,36
George,Scott,England,26,50,49,53,49,46,53,39,39,39,38,36
Cameron,Steel,England,26,50,49,45,52,48,53,39,39,41,37,38
Luke,Wells,England,31,50,44,42,46,46,39,48,47,52,44,45
Ibrahim,Jabarkhel,France,19,50,43,36,38,52,45,48,49,50,40,44
Ahmadschah,Ahmadzai,Germany,22,50,17,12,17,22,16,50,59,46,36,46
Alexandros,Karvelas,Greece,22,50,46,49,45,48,15,47,43,55,40,44
Bhavani,Adapaka,Hungary,32,50,17,23,13,15,20,50,47,56,44,45
Mark,Fontaine,Hungary,16,50,25,32,26,19,27,50,51,51,39,48
Abhijeet,Saket,India,27,50,10,12,5,12,11,50,50,53,40,45
Sajeevan,Akhil,India,31,50,48,24,58,59,50,44,46,46,37,40
Rajesh,Bishnoi,India,32,50,27,34,28,21,24,50,48,57,40,42
Shubham,Chaubey,India,26,50,49,45,50,52,52,31,28,33,36,35
Hem,Chetri,India,21,50,48,39,53,52,50,43,44,45,38,37
Rajesh,Dhuper,India,22,50,50,57,52,45,36,24,27,15,33,37
Gaurav,Puri,India,31,50,50,40,52,57,42,23,26,15,32,36
Hrishi,Raj,India,27,50,31,32,36,21,55,49,53,50,37,42
Suraj,Kashyap,India,18,50,30,33,25,34,16,50,49,54,39,44
Kushang,Patel,India,30,50,37,33,41,34,50,49,45,54,43,46
Krishan,Alang,India,30,50,17,12,17,21,17,50,50,53,39,44
Lekhaz,Reddy,India,20,50,50,32,56,62,39,24,27,15,33,37
Manish,Golamaru,India,25,50,34,30,32,37,36,49,47,55,41,46
Nagaho,Chishi,India,24,50,22,25,19,19,33,50,48,53,43,50
Nitesh,Sedai,India,24,50,48,50,50,45,49,41,37,47,40,40
Qamran,Iqbal,India,20,50,49,55,50,46,37,24,27,15,33,37
Rakshann,Readdi,India,21,50,9,11,5,12,6,50,47,57,41,44
Chengkam,Sangma,India,27,50,15,17,12,15,24,50,46,57,41,42
Shivam,Sharma,India,26,50,25,27,26,19,44,50,46,57,40,43
Ajay,Lamabam,India,23,50,24,29,22,18,45,50,48,53,43,48
Amit,Sinha,India,33,50,48,53,48,45,43,43,44,45,37,33
Prashant,Solanki,India,22,50,17,12,17,22,22,50,49,56,39,43
Aaron,Cawley,Ireland,22,50,38,38,38,37,41,49,47,52,42,48
Ryan,MacBeth,Ireland,24,50,39,24,41,50,39,48,47,51,42,48
Adam,McAuley,Isle of Man,26,50,49,62,53,36,48,24,28,16,34,38
Justin,Mosca,Italy,27,50,50,43,52,56,39,24,27,15,33,38
Shiv,Gill,Luxembourg,37,50,46,52,48,40,39,48,45,52,41,46
Ahmed,Hassan,Maldives,33,50,47,55,49,40,46,47,47,51,42,41
Imran,Ameer,Malta,34,50,46,54,49,36,48,48,46,53,42,45
Tim,Pringle,Netherlands,19,50,22,27,21,18,27,50,43,60,43,45
Jack,Boyle,New Zealand,26,50,50,57,54,41,50,24,27,15,32,37
Blake,Coburn,New Zealand,26,50,31,34,32,25,39,49,48,53,43,47
Jamie,Gibson,New Zealand,29,50,48,44,50,49,56,41,42,43,37,33
Greg,Hay,New Zealand,38,50,50,54,53,43,52,25,26,21,32,34
Ken,McClure,New Zealand,27,50,50,43,51,56,39,24,27,15,32,37
Daniel,Ajekun,Nigeria,25,50,36,44,34,31,38,49,49,52,41,43
Sulaimon,Runsewe,Nigeria,20,50,39,48,42,27,52,49,57,45,38,38
Walid,Ghauri,Norway,29,50,48,56,50,42,38,45,44,49,39,38
Abbas,Afridi,Pakistan,21,50,48,31,48,61,46,48,47,50,41,47
Ahmed,Safi Abdullah,Pakistan,24,50,24,29,22,22,24,50,50,53,40,46
Arish,Ali Khan,Pakistan,21,50,11,13,6,12,11,50,54,52,37,42
Anilkumar,Natubhai Ahir,Panama,35,50,35,35,34,39,21,49,48,53,40,44
Miguel,Stoman,Portugal,26,50,48,18,61,62,43,48,48,52,38,35
Chernoh,Bah,Sierra Leone,19,50,25,28,25,19,53,49,45,57,40,45
Ethan-John,Cunningham,South Africa,19,50,49,36,52,57,45,35,31,36,36,44
Ruan,de Swardt,South Africa,24,50,40,42,41,38,48,48,48,52,42,44
Kyle,Jacobs,South Africa,24,50,45,26,48,61,40,47,45,52,40,46
Sithembile,Langa,South Africa,26,50,38,38,41,37,35,49,48,53,43,46
Gerhardus,Maree,South Africa,17,50,50,38,56,56,49,24,27,15,33,37
Odirile,Modimokoane,South Africa,21,50,18,12,17,22,28,50,49,54,40,46
Ayavuya,Myoli,South Africa,32,50,24,29,24,18,43,49,47,52,46,51
Zakhele,Qwabe,South Africa,34,50,28,25,30,27,43,50,47,55,45,49
Sahil,Patel,South Africa,24,50,32,45,31,19,49,49,49,53,40,45
Yaseen,Valli,South Africa,27,50,50,55,53,44,40,24,27,15,32,37
Jerome,Xaba,South Africa,26,50,49,44,60,42,61,36,33,36,36,48
Gihan,Anjana,Sri Lanka,23,50,26,31,26,18,46,50,44,61,42,38
Pathum,Botheju,Sri Lanka,22,50,50,37,51,59,54,30,29,27,34,39
Yohan,Chanuka,Sri Lanka,28,50,49,48,49,48,46,41,38,45,38,36
Manelker,De Silva,Sri Lanka,23,50,48,50,49,44,54,41,41,43,40,37
Ashan,Dilhara,Sri Lanka,21,50,27,30,27,23,41,50,52,52,38,46
Dinuka,Dilshan,Sri Lanka,22,50,50,58,50,42,50,32,28,33,36,36
Nimna,Fernando,Sri Lanka,21,50,50,50,49,50,49,24,27,15,33,37
Sudarshana,Fernando,Sri Lanka,28,50,38,29,42,41,46,49,47,57,39,40
Janindu,Inuwara,Sri Lanka,22,50,17,25,13,15,18,50,54,50,39,41
Kevin,Koththigoda,Sri Lanka,23,50,33,39,32,26,48,50,50,53,42,44
Kawsitha,Kodithuwakku,Sri Lanka,20,50,50,44,49,57,44,24,27,15,33,37
Abisheak,Liyanaarachchi,Sri Lanka,19,50,49,56,50,44,41,24,27,15,33,37
Eshan,Malinga,Sri Lanka,21,50,18,12,17,22,28,49,54,48,37,47
Sasith,Manuranga,Sri Lanka,22,50,44,41,43,48,31,48,48,53,39,32
Kamil,Mishara,Sri Lanka,21,50,49,47,52,49,52,24,27,15,33,38
Sampath,Nishshanka,Sri Lanka,20,50,27,33,28,18,45,50,49,56,39,39
Charith,Rajapaksa,Sri Lanka,26,50,19,24,17,16,24,50,52,51,41,46
Tharindu,Siriwardene,Sri Lanka,37,50,29,38,30,19,42,49,48,55,39,43
Kenardo,Fletcher,Switzerland,32,50,16,20,13,15,21,50,47,56,40,44
Idrees,Ul Haque,Switzerland,35,50,50,41,51,57,45,23,26,15,32,36
Joshua,Da Silva,West Indies,24,50,50,57,52,43,46,24,27,15,33,37
Ashmead,Nedd,West Indies,21,50,17,21,14,16,20,49,43,58,42,45
Nyeem,Young,West Indies,21,50,42,35,40,50,42,48,49,50,40,47
Steve,Chimhamhiwa,Zimbabwe,31,50,45,39,49,46,50,48,52,47,37,45
Thabo,Mboyi,Zimbabwe,37,50,31,34,34,23,42,49,50,51,42,46
Cuthbert,Musoko,Zimbabwe,28,50,30,23,25,43,25,50,51,52,40,46
Fazal,Zazai,Afghanistan,29,49,48,49,46,50,47,23,26,15,32,37
Mohammadullah,Najibullah,Afghanistan,19,49,49,45,48,55,45,24,27,15,33,37
Abdul Hadi,,Argentina,20,49,27,33,26,21,34,49,46,54,41,47
Nick,Hobson,Australia,27,49,49,53,52,43,54,24,27,15,32,37
Lachlan,Pfeffer,Australia,31,49,48,52,50,44,48,23,26,15,32,36
James,Seymour,Australia,30,49,48,44,49,50,42,38,30,48,38,37
Will,Sutherland,Australia,22,49,41,35,40,45,45,48,47,49,45,50
Ahsan,Yousuf,Austria,38,49,42,38,44,43,48,47,49,50,36,40
Umair,Tariq,Austria,24,49,45,44,44,48,46,46,46,48,40,47
David,Mathias,Bahrain,31,49,47,57,47,40,27,45,42,49,39,43
Aks,Swadhin,Bangladesh,19,49,41,34,45,44,40,48,49,49,39,46
Omid,Mailk Khel,Belgium,22,49,48,57,50,37,53,40,30,50,40,35
Travis,Stephenson,Belize,24,49,44,31,50,49,57,47,46,50,39,48
Atagul,Ahmadhel,Bulgaria,21,49,30,32,30,28,36,49,49,50,41,48
Jacob,Albin,Bulgaria,24,49,40,50,40,35,23,47,47,48,45,50
Cecil,Pervez,Canada,38,49,17,19,15,15,24,49,49,52,40,46
Marvin,Swack,Cayman Islands,34,49,16,12,16,21,12,49,46,56,39,43
Ben,Allison,England,22,49,26,31,27,19,46,49,50,50,42,49
Robin,Das,England,20,49,49,40,50,56,40,24,27,15,33,37
Feroze,Khushi,England,23,49,49,48,51,49,48,24,27,15,33,37
Ben,Slater,England,30,49,49,51,50,45,53,23,26,15,32,36
Harry,Swindells,England,23,49,49,53,53,42,55,24,27,15,33,37
Asad,Mohammad,Germany,29,49,34,23,36,43,25,49,42,56,44,47
Fayaz,Khan,Germany,25,49,40,34,41,47,35,47,45,53,40,40
Talha,Khan,Germany,35,49,49,55,50,42,50,35,28,42,39,38
Abhijeet,Ahuja,Hungary,35,49,49,56,51,43,38,24,27,15,33,37
Ali,Yalmaz,Hungary,24,49,26,34,26,19,29,48,49,51,41,46
Babul,Kumar,India,29,49,49,52,51,46,42,33,28,36,36,34
Ankush,Bedi,India,30,49,46,28,48,59,35,46,46,50,37,42
Yuvraj,Chaudhary,India,20,49,18,12,17,22,28,49,46,56,38,40
MB,Darshan,India,26,49,19,16,20,21,19,49,51,52,38,43
Bikramkumar,Das,India,22,49,49,56,53,39,44,24,27,15,33,37
Dheeraj,Kumar,India,22,49,48,35,50,61,30,24,27,15,33,37
Shubham,Dubey,India,27,49,49,47,50,50,52,24,27,15,32,37
Jagjit,Singh,India,25,49,42,43,54,29,61,47,40,55,42,46
Rongsen,Jonathan,India,35,49,48,51,48,45,47,38,33,45,38,34
Eknath,Kerkar,India,28,49,49,51,51,46,52,24,26,15,32,37
Mangal,Mahrour,India,30,49,47,54,48,42,45,38,36,41,37,36
Manvan,Patel,India,22,49,42,26,42,56,40,47,47,49,40,47
Vidyadhar,Patil,India,21,49,30,29,34,22,58,49,46,54,41,44
Prayash,Singh,India,28,49,34,37,36,30,39,48,48,51,39,43
Raghav,Dhawan,India,35,49,47,51,49,43,43,38,34,44,37,35
Malay,Raj,India,19,49,18,12,17,22,28,49,52,51,37,40
Harshit,Rathod,India,24,49,22,28,21,17,36,49,47,57,39,40
Sanjay,Raghunath,India,27,49,47,42,51,47,47,44,33,56,40,45
Bipin,Saurabh,India,22,49,49,52,51,47,36,24,27,15,33,37
Bharat,Sharma,India,26,49,23,23,19,27,17,48,45,56,40,42
Rohit,Sharma,India,29,49,49,48,52,47,48,23,26,15,32,37
Kangabam,Singh,India,27,49,38,42,37,35,40,48,45,52,43,47
Sooraj,Rai,India,25,49,17,12,17,21,21,49,47,57,38,40
Pinninti,Tapaswi,India,25,49,42,32,48,44,48,47,47,51,38,43
Bobby,Zothansanga,India,35,49,14,17,10,13,16,49,48,54,42,44
William,McClintock,Ireland,25,49,48,45,47,53,41,32,30,34,36,33
Nathan,McGuire,Ireland,19,49,48,42,49,57,25,32,29,32,36,38
David,O'Halloran,Ireland,21,49,27,35,26,18,48,49,50,51,40,46
Dollin,Jansen,Isle of Man,16,49,39,43,41,33,59,47,42,54,41,47
Wasantha,Kumaranayaka,Kuwait,29,49,19,13,18,22,33,49,45,55,43,46
Morshed,Mostafa Sarwar,Kuwait,24,49,39,28,36,51,39,48,49,49,39,43
Matthew,Fisher,New Zealand,22,49,19,23,18,17,30,49,47,52,42,46
Troy,Johnson,New Zealand,24,49,49,52,50,45,44,24,27,15,33,37
Beckham,Wheeler-Greenall,New Zealand,20,49,34,41,34,26,41,48,49,50,37,45
Naseem,Khushi,Oman,39,49,49,40,49,57,50,24,27,15,32,37
Kiplin,Doriga,Papua New Guinea,26,49,49,50,51,45,59,25,28,16,35,39
Alei,Nao,Papua New Guinea,28,49,47,38,53,48,53,44,43,47,38,44
Abdul,Bangalzai,Pakistan,19,49,49,53,51,43,51,24,27,15,33,37
Abdul Hadi,,Pakistan,31,49,48,48,49,45,51,38,36,40,37,41
Zeeshan,Zameer,Pakistan,19,49,18,12,17,22,23,49,50,50,38,48
Irfan,Hafejee,Panama,39,49,37,49,37,28,29,48,50,50,38,44
Daniel,Smith,Philippines,30,49,44,51,47,36,43,47,45,50,41,48
Amir,Zaib,Portugal,41,49,46,45,49,45,50,47,46,52,38,39
Fakhrul,Mohon,Portugal,33,49,46,32,45,59,41,47,42,53,41,47
Sohail,Rocket,Seychelles,30,49,20,19,16,25,11,49,47,54,41,45
Yassar,Cook,South Africa,29,49,48,52,48,45,53,23,26,15,32,37
Rubin,Hermann,South Africa,25,49,49,50,51,45,53,24,27,15,33,37
Tumi,Koto,South Africa,27,49,48,47,52,46,47,38,38,37,36,41
Akhona,Mnyaka,South Africa,23,49,26,29,28,20,48,49,47,52,43,49
George,Van Heerden,South Africa,18,49,49,55,52,42,53,24,27,15,33,37
Joshua,van Heerden,South Africa,24,49,49,53,50,45,48,24,27,15,33,37
Sean,Whitehead,South Africa,25,49,32,31,35,29,45,48,43,55,42,46
Lahiru,Abeysinghe,Sri Lanka,18,49,45,37,51,44,53,47,44,54,39,40
Ravindu,Fernando,Sri Lanka,22,49,46,43,47,48,50,46,45,50,40,42
Nayana,Fernando,Sri Lanka,33,49,49,48,48,50,47,23,26,15,32,36
Harindu,Jayasekera,Sri Lanka,19,49,48,43,51,53,39,24,27,15,33,37
Kavindu,Nadeeshan,Sri Lanka,20,49,33,41,36,20,55,49,53,48,39,43
Matheesha,Pathirana,Sri Lanka,19,49,22,25,20,17,38,49,48,53,40,46
Kavindu,Pathiratne,Sri Lanka,19,49,26,30,26,19,45,48,50,52,38,37
Madushanka,Premaratne,Sri Lanka,33,49,13,16,9,13,9,49,51,51,38,46
Sanjeew,Coomaraswamy,Sri Lanka,25,49,47,34,46,60,42,41,43,39,36,48
Priyashan,Silva,Sri Lanka,20,49,12,18,8,12,12,49,49,54,38,43
Dilum,Sudeera,Sri Lanka,21,49,19,21,17,17,38,48,46,55,39,41
Harshana,Wickramasinghe,Sri Lanka,21,49,17,12,17,22,20,49,52,54,38,33
Chathura,Withana,Sri Lanka,31,49,17,12,16,21,26,49,51,50,37,45
Waqas,Haider,Sweden,37,49,49,37,52,56,46,23,26,15,31,36
Aidan,Andrews,Switzerland,24,49,37,45,39,30,31,48,49,52,40,40
Jitin,Singh,Tanzania,38,49,47,43,51,46,50,46,55,41,35,37
Gokhan,Alta,Turkey,23,49,38,44,35,38,17,48,48,51,39,45
Kenneth,Waiswa,Uganda,23,49,47,51,46,44,45,41,40,43,41,39
Andre,McCarthy,West Indies,35,49,48,45,48,51,48,32,28,35,35,33
Johnathan,Campbell,Zimbabwe,24,49,39,40,40,39,34,48,48,50,41,48
Dylan,Hondo,Zimbabwe,27,49,37,27,42,42,40,48,46,53,39,45
Takudzwanashe,Kaitano,Zimbabwe,29,49,49,44,50,52,41,23,26,15,32,37
Jabulisa,Tshuma,Zimbabwe,24,49,17,12,17,21,22,49,44,57,39,45
Michael,van Lingen,Nambia,24,49,48,48,49,47,44,34,30,35,38,40
Nisar,Wahdat,Afghanistan,23,48,48,46,51,47,57,24,27,15,33,37
Suliman,Arabzai,Afghanistan,18,48,47,54,55,33,62,24,27,15,33,37
Justin,Avendano,Australia,28,48,48,43,47,54,40,24,26,15,32,37
Jake,Fraser-McGurk,Australia,20,48,47,49,49,43,51,32,28,33,36,35
Tom,O'Connell,Australia,22,48,27,29,27,25,24,47,48,49,39,46
Navin,Wijesekera,Austria,28,48,48,50,53,40,56,24,27,16,33,38
George,Axtell,Bahrain,20,48,11,14,6,13,4,48,43,56,40,43
Fahim,Bhatti,Belgium,35,48,18,20,16,16,31,48,38,59,42,45
Rohit,Dhiman,Bulgaria,32,48,35,38,40,28,33,47,46,51,38,45
Maxwell,Fru,Cameroon,25,48,25,32,23,21,33,48,49,49,38,44
Luke,Harrington-Myers,Cayman Islands,21,48,43,49,43,36,51,46,47,47,39,40
Alistair,Ifill,Cayman Islands,45,48,26,31,25,23,24,48,46,54,41,44
Gregory,Smith,Cayman Islands,36,48,16,11,16,20,15,48,48,54,37,34
Sheldon,Valjalo,Croatia,29,48,33,40,35,28,14,47,46,51,39,45
Ben,Aitchison,England,23,48,46,46,58,33,61,45,48,46,37,43
William,Buttleman,England,22,48,48,45,49,51,34,24,27,15,33,37
Joe,Cooke,England,25,48,47,29,55,58,43,24,27,15,33,37
Adam,Finch,England,22,48,25,29,23,25,20,48,49,50,39,45
Mitchell,Stanley,England,21,48,31,31,32,30,37,48,51,48,38,42
Scott,McKechnie,Hong Kong,30,48,48,56,51,37,55,25,28,16,34,39
Khaibar,Deldar,Hungary,32,48,47,40,48,55,26,41,43,43,38,36
Abdul,Ela Al Quraishi,India,24,48,18,12,17,21,30,48,45,54,38,40
Kunal,Chandela,India,28,48,48,48,49,48,42,24,26,15,32,37
Pradeep,Dadhe,India,27,48,9,11,5,12,8,48,47,51,40,46
Rishav,Das,India,32,48,48,49,51,45,51,23,26,15,32,36
Amogh,Sunil Desai,India,29,48,45,44,43,48,41,46,46,48,41,42
Ganesh,Satish,India,34,48,48,55,50,41,49,23,26,15,31,36
Himan,Phukan,India,24,48,18,12,17,21,25,48,42,58,40,42
Vishvaraj,Jadeja,India,24,48,48,48,51,47,38,24,27,15,33,37
Kranthi,Kumar,India,28,48,22,26,21,20,25,47,45,53,41,46
Aishwarya,Mourya,India,28,48,29,27,25,33,31,47,48,51,39,39
Ramachandran,Ragupathy,India,26,48,48,51,48,48,27,24,27,15,32,37
Damodaran,Rohit,India,30,48,47,47,46,48,37,37,35,39,39,40
Himanshu,Sangwan,India,26,48,43,28,41,57,44,46,44,50,40,45
BR,Sharath,India,25,48,48,45,49,49,44,24,27,15,33,37
Palzor,Tamang,India,29,48,29,31,27,29,29,48,45,51,43,47
Akash,Vasisht,India,27,48,47,44,49,46,47,43,41,47,39,40
Zahid,Abbas,Kenya,28,48,32,35,35,26,43,47,46,52,39,42
Ts'episo,Chaoana,Lesotho,20,48,40,52,41,29,47,46,43,52,40,47
Gladwin,Thamae,Lesotho,24,48,22,26,20,17,36,48,50,50,39,44
Haroon,Mughal,Malta,37,48,47,41,49,50,44,38,40,37,36,35
Mauritius,Ngupita,Namibia,21,48,18,12,17,22,31,48,46,54,39,45
Aryan,Dutt,Netherlands,19,48,10,12,5,13,8,48,49,49,39,48
Peter,David Bocock,New Zealand,31,48,47,44,51,47,48,23,26,15,32,36
Joe,Carter,New Zealand,29,48,48,49,49,46,48,23,26,15,32,37
Zak,Gibson,New Zealand,25,48,36,33,40,34,40,47,46,51,42,45
Angus,McKenzie,New Zealand,24,48,42,32,42,49,39,46,43,50,40,47
Tim,Robinson,New Zealand,20,48,48,49,52,43,45,24,27,15,33,37
Mustapha,Yusuf,Nigeria,25,48,41,46,44,33,53,46,45,50,39,46
Chimezie,Onwuzulike,Nigeria,35,48,47,50,47,45,53,28,28,24,34,35
Ayaan,Khan,Oman,29,48,41,41,43,41,37,47,42,54,41,41
Simon,Atai,Papua New Guinea,22,48,43,39,46,43,51,46,43,50,42,44
Aamer,Azmat,Pakistan,23,48,41,40,45,37,49,47,50,48,38,38
Aaqib,Liaquat,Pakistan,21,48,33,40,33,26,42,48,51,49,36,40
Maaz,Khan,Pakistan,21,48,17,12,17,22,21,48,47,51,40,45
Mubasir,Khan,Pakistan,20,48,46,40,46,52,46,44,42,48,39,42
Hisham,Sheikh,Saudi Arabia,26,48,47,50,52,38,51,39,33,43,38,44
Imran,Yousaf,Saudi Arabia,34,48,18,19,16,16,30,48,47,53,40,45
Ntokozo,Mahlaba,South Africa,22,48,40,49,44,27,52,47,45,50,39,44
Lizo,Makhosi,South Africa,27,48,34,29,36,35,45,47,45,52,41,44
Renaldo,Meyer,South Africa,28,48,37,34,35,40,44,47,44,51,39,43
Kgaudisa,Molefe,South Africa,22,48,40,40,51,27,62,47,46,51,40,43
Mihlali,Mpongwana,South Africa,22,48,27,29,29,20,52,48,49,50,40,45
Jandré,Pretorius,South Africa,22,48,48,59,53,34,47,24,27,15,33,37
Thamsanqa,Rapelego,South Africa,29,48,28,28,33,21,53,47,45,52,40,46
Kagiso,Rapulana,South Africa,31,48,47,52,48,41,48,41,42,44,38,32
Kaden,Solomons,South Africa,18,48,48,46,49,46,54,24,27,15,33,37
Ruan,Terblanche,South Africa,21,48,48,56,51,37,51,24,27,15,33,37
Nealan,van Heerden,South Africa,25,48,19,23,15,16,32,48,44,53,44,49
Mohammad,Atif,Spain,22,48,17,12,17,22,16,48,48,52,38,43
Abdul Hadi,,Spain,24,48,48,58,48,41,40,24,28,16,34,38
Nisala,Akash,Sri Lanka,21,48,18,12,17,22,29,48,43,56,40,47
Sanjula,Bandara,Sri Lanka,23,48,18,12,17,22,28,48,44,55,40,42
Shalaka,Bandara,Sri Lanka,22,48,31,40,32,19,46,48,47,53,38,42
Amitha,Dabare,Sri Lanka,20,48,46,30,45,62,38,46,43,51,38,45
Senal,de Silva,Sri Lanka,25,48,18,25,14,15,20,48,46,53,40,42
